Query,Country,Name,Phone,Website,Emails,Phones,LinkedIn,Twitter,Facebook,Instagram
health industry in united kingdom,kingdom,Boehringer Ingelheim UK and Ireland,+44 1344 424600,www.boehringer-ingelheim.com,"p2p.ph@boehringer-ingelheim.com, christine.jones@boehringer-ingelheim.com, s2p.ar@boehringer-ingelheim.com, john.doe@boehringer-ingelheim.com, jennifer.forsyth@boehringer-ingelheim.com, heidi.dewit-sommerfeld@boehringer-ingelheim.com, us.privacy@boehringer-ingelheim.com, emilio.erazo-fischer@boehringer-ingelheim.com, press@boehringer-ingelheim.com, pv_local_uk_ireland@boehringer-ingelheim.com, talentacquisition.rdg@boehringer-ingelheim.com, feda.kassem@boehringer-ingelheim.com, rebecca.mojsin@boehringer-ingelheim.com, medoncallmsl.gb@boehringer-ingelheim.com, bi.skies.ph@boehringer-ingelheim.com, harro.ten_wolde@boehringer-ingelheim.com, laurent.goby@boehringer-ingelheim.com, linda.ruckel@boehringer-ingelheim.com, tereza.urbankova@boehringer-ingelheim.com, ahcommunication@boehringer-ingelheim.com, ioannis.sapountzis@boehringer-ingelheim.com, sara.shamel@boehringer-ingelheim.com, katharina.barner@boehringer-ingelheim.com, namiko.yamashita@boehringer-ingelheim.com, takeshi.kono@boehringer-ingelheim.com, wansoo_1.kim@boehringer-ingelheim.com, adam.mudasyah@boehringer-ingelheim.com, nurul_ain_fatehah.abu_bakar.ext@boehringer-ingelheim.com, anisha.moring@boehringer-ingelheim.com, marcio.lasaro@boehringer-ingelheim.com, andrew.whittle@boehringer-ingelheim.com, christian.mieschendahl@boehringer-ingelheim.com, medicalinformationservice.rig@boehringer-ingelheim.com, medicalinformationservice.kau@boehringer-ingelheim.com, partneringforanimalhealth@boehringer-ingelheim.com, hello@boehringer-ingelheim.com, vincent.han@boehringer-ingelheim.com, june.hahn@boehringer-ingelheim.com, pv_local_saudi_arabia@boehringer-ingelheim.com, medinfo@bra.boehringer-ingelheim.com, kristine.christiansen@boehringer-ingelheim.com, arun.iyer@boehringer-ingelheim.com, ursula.fauth@boehringer-ingelheim.com, pv_local_ropu_mena@boehringer-ingelheim.com, pv_local_egypt@boehringer-ingelheim.com, pv_local_france@boehringer-ingelheim.com, peter.benz@boehringer-ingelheim.com, info.bas@boehringer-ingelheim.com, zrburchiefprivacyofficer@boehringer-ingelheim.com, pv_local_saudi_arabia@boehringeringelheim.com, sac.brasil@boehringer-ingelheim.com, info.vie@boehringer-ingelheim.com, 03-icons-base-default-info@2x.png, msdpolska@merck.com, emiliano.calvo@startmadrid.com, customer.service@curascript.com, info@seedmedicalpublishers.com, service@asdhealthcare.com, beatrizpmonteiro@gmail.com, bea.garciamorante@gmail.com, bi@cts-helpdesk.com, info@wcabp.com, sac.brasil@boehringeringelheim.com, pneumologie@ksa.ch, info@boehringer-ingelheim.de, recrutement@hapiconseil.com, jcapdevila@vhio.net, r.ohare@imperial.ac.uk, bello_kristiane@lilly.com, ank@zealandpharma.com, pharmacyenrollment@iqvia.com, farmaciaespecializada@aliviahealth.com, example@mail.com, journals.permissions@oup.com, cuserv@cardinalhealth.com, investors@zealandpharma.com, syylwu@live.cn, nippon@bitrialsupport.com, gbscomplianceandquality@boehringeringelheim.com, datarights@lilly.com, stefanokim@gmail.com, annakarin.mail@gmail.com, info@erstamedia.se, valen.gambardella@gmail.com, unitedstates@bitrialsupport.com, rx@dmspharma.com, media@zealandpharma.com, info@seedstm.com, nicolas_mirabaud@hotmail.com, chopravk@gmail.com, amderm@gmail.com, annons.dn@gmail.com, butlzih@gmail.com","18002430127, 18004599906, 2037916234, 18005426257, 18444732638, 12037985526, 4973515417617, 18005568317, 18668512827, 37129250480, 37068528596, 18772642440, 4961327714450, 4973515418634",https://www.linkedin.com/company/boehringer-ingelheim,https://twitter.com/Boehringer,https://www.facebook.com/BoehringerUS,https://www.instagram.com/boehringer_ingelheim
health industry in united kingdom,kingdom,HCE Medical Group,+44 1784 220400,www.hcemedicalgroup.com,"sapnac@hce-uk.com, sales@hce-uk.com, sales@shuttleworthmedical.co.uk",4401784220400,https://www.linkedin.com/company/hce-medical-group-limited,https://twitter.com/hcemedical,https://www.facebook.com/HCACare,https://www.instagram.com/eccmedicalgroup
health industry in united kingdom,kingdom,Indue Healthcare,+44 333 339 4189,induehealthcare.co.uk,"info@induehealthcare.co.uk, recruitment@induehealthcare.co.uk, timesheets@induehealthcare.co.uk, info@induehealthcare.co, recruitment@induehealthcare.co",03333394189,https://www.linkedin.com/company/indue-healthcare,https://twitter.com/IndueHealthcare,https://www.facebook.com/p/Indue-Healthcare-100076629740635,https://www.instagram.com/ihn_uk
health industry in united kingdom,kingdom,Indivior UK Limited,,www.indivior.com,"indiviormediacontacts@indivior.com, cosec@indivior.com, educationalgrants@indivior.com, privacy@indivior.com, patientsafetyfrance@indivior.com, patientsafetyrow@indivior.com, patientsafetyna@indivior.com, charitablecontributions@indivior.com, jason.thompson@indivior.com, compliance@indivior.com, investigationalstudies@indivior.com, investorrelations@indivior.com, coi_team@indivior.com, procurement@indivior.com, timothy.owens@indivior.com, kathryn.hudson@indivior.com, admincanada@indivior.com, tom.corran@indivior.com, cindy.cetani@indivior.com, france@indivior.com, copyrightagent@indivior.com, jean-philippe.marechal@indivior.com, help@sharegift.org, web.queries@computershare.com, support@steeprockinc.com, louise.hume@indivior.com, fiona.macdonald@indivior.com, allukglobaltransactionteam@computershare.co.uk, indivior@teneo.com, jpmorgan.adr@wellsfargo.com, jonathan.sibun@teneo.com, will.palfreryman@teneo.com","18045940836, 18778863828, 18777826966",https://www.linkedin.com/company/indivior,https://twitter.com/Indivior,https://www.facebook.com/pages/Indivior-Pharmaceuticals/1595849307343467,https://www.instagram.com/indivior_plc
health industry in united kingdom,kingdom,HCI - Health and Care Innovations Limited,+44 1626 833937,www.hci.digital,"info@hci.digital, ellen@hci.digital, dpo.hci-digital@kdpc.uk, natalie@hci.digital","03300531862, 01626833937",https://www.linkedin.com/company/hcitv,https://twitter.com/hcidigital,https://www.facebook.com/hci.tv,https://www.instagram.com/hci_digital
health industry in united kingdom,kingdom,City & County Healthcare Group Ltd,+44 20 7186 0518,candchealthcare.co.uk,"communications@candchealthcare.co.uk, enquiries@candchealthcare.co.uk, dataprotection@candchealthcare.co.uk, hse@candchealthcare.co.uk, modelbranch@candchealthcare.co.uk, covid19response@candchealthcare.co.uk, recruitment@grahamcare.co.uk, enquiries@candchealthcare.co, vaida.grybauskiene@candchealthcare.co.uk, caoimheshields@cdhn.org, referafriend@candchealthcare.co.uk, emma.snell@candchealthcare.co.uk, jo@samaritans.org, internationalrecruit@sevacare.org.uk, admin@mmarecruitment.com, emma.snell@candchealthcare.co","02071860518, 03331503456, 08001691920",,https://twitter.com/candchealthcare,https://www.facebook.com/CityandCountyHealthcare,https://www.instagram.com/candchealthcare
health industry in united kingdom,kingdom,Mountain Healthcare,+44 330 223 0099,www.mountainhealthcare.co.uk,"info@mountainhealthcare.co.uk, governance@mountainhealthcare.co.uk, comms@mountainhealthcare.co.uk, jobs@mountainhealthcare.co.uk, recruitment.coordinator@mountainhealthcare.co.uk, derbyshire.sarc@nhs.net, theglade.sarc@nhs.net, sarc.feedback@nhs.net, hello@matchstick.com.watch","03302230099, 4403302230099, 03302330099, 0330223009924, 03450154033",https://www.linkedin.com/company/mountain-healthcare,https://twitter.com/MountHealth,https://www.facebook.com/mountainhealthcareltd,
health industry in united kingdom,kingdom,Healthcare Distribution Association (HDA UK),+44 20 7031 0590,hdauk.com,"secretariat@hdauk.co.uk, mah@securmed.org.uk, fmd.safetyfeatures@mhra.gov.uk, jerome.bertin@securmed.org.uk, msawer@hdauk.co.uk, psc.su@nhs.net, wbrowne@hdauk.co.uk, info@securmed.org.uk, tom@clockworkartists.co.uk, chris@mintmgmt.co.uk.watch",+44 20 7031 0590,https://www.linkedin.com/company/healthcare-distribution-association-hda-uk,https://twitter.com/hdamartinsawer,https://www.facebook.com/hdauk,https://www.instagram.com/hdauk
health industry in united kingdom,kingdom,UK Health Data Research Alliance Secretariat,+44 20 3371 1393,ukhealthdata.org,"ukalliance@hdruk.ac.uk, enquiries@hdruk.ac.uk, claireargent@hotmail.com, yemi.macaulay@hdruk.ac.uk, alex.knight@hdruk.ac.uk, stephen.burrows@hdruk.ac.uk, paola.quattroni@hdruk.ac.uk, uwaye.ideh@hdruk.ac.uk, info@genomicsengland.co.uk, doreen.tembo@hdruk.ac.uk, mrclha.swiftinfo@ucl.ac.uk, david.seymour@hdruk.ac.uk, nbr@bioresource.nihr.ac.uk, datasharing@hqip.org.uk, hbs@hscni.net, comms@hdruk.ac, copyright@mhra.gov.uk, life.sciences@bartshealth.nhs.uk, enquiries@hdruk.ac, bhfdsc@hdruk.ac.uk, info@theprsb.org, michael.jones@icr.ac.uk, access@ukllc.ac.uk, info@ourfuturehealth.org.uk, contact@biobankinguk.org, nss.edris@nhs.net, clinicaldata.scienceunit@mft.nhs.uk, registry@cysticfibrosis.org.uk, access@ukbiobank.ac.uk, saildatabank@swansea.ac.uk, dataprotection@hdruk.ac.uk, blackinternprog@hdruk.ac.uk, alison.elderfield@hdruk.ac.uk, satre-contact@dundee.ac.uk, rachel.edwards@hdruk.ac.uk, sde.policy@dhsc.gov.uk, edel.mcnamara@hdruk.ac.uk, cassie.smith@hdruk.ac.uk, pat@papyrus-uk.org, southandy@gmail.com, training@vcf-uk.org, info@oasisofhope-uk.org, info@iwa-uk.org.uk",+44 20 3371 1393,,https://twitter.com/HDR_UK,https://www.facebook.com/UKHealthSecurityAgency,
health industry in united kingdom,kingdom,UK Instant Healthcare,+44 333 014 4084,www.instanthealthcareuk.com,help@instanthealthcareuk.com,03330144084,https://www.linkedin.com/company/instant-healthcare-uk,https://twitter.com/instantgoupuk,https://www.facebook.com/instanthealthcareuk,
health industry in united kingdom,kingdom,Biocompatibles Oncology,+44 1252 732732,btgplc.com,"careers@bythegram.co, btgdecor@gmail.com, contact@btg.art",18882721001,https://www.linkedin.com/company/btg,https://twitter.com/btg_art,https://www.facebook.com/BTGInc,https://www.instagram.com/by.the.gram
health industry in united kingdom,kingdom,ANP PHARMA LTD - Pharmaceutical Wholesalers UK,+44 20 8558 8886,www.anppharma.co.uk,"info@anppharma.co.uk, anp-info@wescom-group.com, info@wescom-group.com, info@mrtsos.com",4402085588886,https://www.linkedin.com/company/anp-pharma,https://twitter.com/anppharma,https://www.facebook.com/anppharma,https://www.instagram.com/anppharmauk
health industry in united kingdom,kingdom,UKIHMA office,+44 333 772 7314,ukihma.co.uk,"enquiries@ukihma.co.uk, membership@ukihma.co.uk, jenny.scott@ukihma.co.uk",4403337727314,https://www.linkedin.com/company/ukihma,https://twitter.com/theukihma,https://www.facebook.com/whiconsultingltd,https://www.instagram.com/ukihca
